0.486818	0.000002	0.417757	0.000057	0.382581	0.000255	0.473245	0.000004	0.466974	0.000005	0.473245	0.000004	0.417757	0.000057	0.466974	0.000005	0.466974	0.000005	0.417757	0.000057	0.501218	0.000001	0.473245	0.000004	0.473245	0.000004	0.466974	0.000005	0.473245	0.000004	0.397573	0.000137	0.438710	0.000021	0.466974	0.000005	0.507379	0.000001	0.425688	0.000039	0.417757	0.000057
0.345580	0.000001	0.304122	0.000023	0.341413	0.000002	0.345580	0.000001	0.350707	0.000001	0.345580	0.000001	0.304122	0.000023	0.394230	0.000000	0.342827	0.000002	0.295777	0.000040	0.336056	0.000003	0.345580	0.000001	0.364530	0.000000	0.337474	0.000002	0.402641	0.000000	0.304122	0.000023	0.333057	0.000003	0.352038	0.000001	0.349743	0.000001	0.323825	0.000006	0.304122	0.000023
0.031814	0.835648	0.031814	0.835648	0.031814	0.835648	0.096225	0.529484	0.031814	0.835648	0.096225	0.529484	0.031814	0.835648	0.229786	0.128894	0.096225	0.529484	0.031814	0.835648	0.096225	0.529484	0.096225	0.529484	0.229786	0.128894	0.031814	0.835648	0.096225	0.529484	0.031814	0.835648	-0.031623	0.836624	0.031814	0.835648	0.096225	0.529484	0.031435	0.837582	0.031814	0.835648
0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.307735	0.126174	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.307735	0.126174	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.260133	0.199345	0.307735	0.126174	0.307735	0.126174	0.260133	0.199345
0.753171	0.000000	0.679770	0.000014	0.679770	0.000014	0.753171	0.000000	0.753171	0.000000	0.753171	0.000000	0.679770	0.000014	0.701567	0.000005	0.753171	0.000000	0.679770	0.000014	0.753171	0.000000	0.753171	0.000000	0.753171	0.000000	0.679770	0.000014	0.701567	0.000005	0.679770	0.000014	0.679770	0.000014	0.679770	0.000014	0.753171	0.000000	0.679770	0.000014	0.679770	0.000014
0.321529	0.000030	0.326577	0.000022	0.346816	0.000006	0.314132	0.000047	0.340991	0.000009	0.314132	0.000047	0.326577	0.000022	0.312987	0.000050	0.355427	0.000003	0.318752	0.000036	0.355427	0.000003	0.314132	0.000047	0.326800	0.000022	0.349488	0.000005	0.326721	0.000022	0.318752	0.000036	0.374880	0.000001	0.336474	0.000012	0.333837	0.000014	0.366842	0.000002	0.326577	0.000022
0.317543	0.021797	0.202090	0.150793	0.369006	0.007103	0.293382	0.034783	0.316933	0.022065	0.293382	0.034783	0.202090	0.150793	0.273861	0.049464	0.386405	0.004662	0.177123	0.209057	0.411362	0.002449	0.293382	0.034783	0.295146	0.033657	0.270054	0.052844	0.316933	0.022065	0.177123	0.209057	0.317543	0.021797	0.270054	0.052844	0.362441	0.008278	0.228218	0.103684	0.202090	0.150793
0.334014	0.018999	0.333912	0.019038	0.391521	0.005404	0.334014	0.018999	0.306098	0.032435	0.334014	0.018999	0.333912	0.019038	0.251259	0.081601	0.334014	0.018999	0.333912	0.019038	0.334014	0.018999	0.334014	0.018999	0.224074	0.121676	0.362441	0.010489	0.251259	0.081601	0.333912	0.019038	0.391521	0.005404	0.362441	0.010489	0.278557	0.052609	0.364326	0.010066	0.333912	0.019038
0.446517	0.000120	0.351359	0.003073	0.481571	0.000028	0.413693	0.000410	0.470246	0.000046	0.413693	0.000410	0.351359	0.003073	0.410903	0.000453	0.486142	0.000023	0.333889	0.005051	0.502551	0.000011	0.413693	0.000410	0.439808	0.000156	0.470246	0.000046	0.454816	0.000086	0.333889	0.005051	0.446517	0.000120	0.413693	0.000410	0.486142	0.000023	0.331271	0.005428	0.351359	0.003073
0.315208	0.005878	0.344952	0.002439	0.344952	0.002439	0.315208	0.005878	0.323353	0.004659	0.315208	0.005878	0.344952	0.002439	0.290551	0.011446	0.373293	0.000972	0.326970	0.004193	0.373293	0.000972	0.315208	0.005878	0.323353	0.004659	0.332307	0.003582	0.339869	0.002852	0.326970	0.004193	0.402830	0.000340	0.332307	0.003582	0.339869	0.002852	0.381812	0.000725	0.344952	0.002439
0.231470	0.005750	0.221626	0.008262	0.231298	0.005787	0.251969	0.002577	0.253797	0.002392	0.251969	0.002577	0.221626	0.008262	0.215385	0.010319	0.292998	0.000422	0.180080	0.032615	0.232065	0.005623	0.251969	0.002577	0.253797	0.002392	0.201598	0.016521	0.253797	0.002392	0.190302	0.023803	0.262008	0.001698	0.221447	0.008316	0.263509	0.001593	0.222559	0.007988	0.221626	0.008262
0.211749	0.000918	0.222705	0.000482	0.223152	0.000469	0.237228	0.000196	0.270217	0.000020	0.237228	0.000196	0.222705	0.000482	0.233700	0.000245	0.275204	0.000014	0.204191	0.001404	0.255885	0.000056	0.237228	0.000196	0.241611	0.000147	0.219550	0.000582	0.271310	0.000019	0.210959	0.000960	0.235945	0.000212	0.199913	0.001776	0.263418	0.000033	0.222306	0.000494	0.222705	0.000482
0.331568	0.002497	0.323911	0.003179	0.366395	0.000768	0.314878	0.004196	0.367464	0.000739	0.314878	0.004196	0.323911	0.003179	0.409718	0.000146	0.340974	0.001840	0.306197	0.005435	0.357169	0.001063	0.314878	0.004196	0.383165	0.000415	0.373781	0.000588	0.383165	0.000415	0.306197	0.005435	0.348723	0.001420	0.331568	0.002497	0.298605	0.006774	0.323911	0.003179	0.323911	0.003179
